Project,ID,File/Section,Context,Text,Interpreted Constraint,Operands,Enforcing Statement,Enforcing Statement CIP,Constraint Type,Data Set
jpos-2.1.4,JPO-3,2.3. IncomingListener,"perties:
Table 13. IncomingListener Configuration Properties

Property

Description

Default Value

queue

Transaction Manager’s queue

no default, this property is required

timeout

Source Based Timeout

15000ms, set to 0 to disable

source

Places ISOSource

SOURCE

req","queue

Transaction Manager’s queue

no default, this property is required",Checks that the queue property is present,"queue, present",org/jpos/iso/IncomingListener.java:53,null-check,dual-value-comparison,VDS
jpos-2.1.4,JPO-4,2.3. IncomingListener,"cription

Default Value

queue

Transaction Manager’s queue

no default, this property is required

timeout

Source Based Timeout

15000ms, set to 0 to disable

source

Places ISOSource

SOURCE

request

Places ISOMsg

REQUEST

timestamp

Context creation tim","timeout

Source Based Timeout

15000ms, set to 0 to disable",Sets default value of timeout property to 15000ms,"timeout, 15000ms",org/jpos/iso/IncomingListener.java:50,constant-argument,concrete-value,VDS
jpos-2.1.4,JPO-5,2.3. IncomingListener,"OSource

SOURCE

request

Places ISOMsg

REQUEST

timestamp

Context creation timestamp

TIMESTAMP

space

Spaces to use when queuing transaction

"""" (default space)

In addition to the previous configuration properties, IncomingListener places in the context any","space

Spaces to use when queuing transaction

"""" (default space)",Sets the default value of the space configuration property to “”,"space, """"",org/jpos/core/SimpleConfiguration.java:118,constant-argument,concrete-value,VDS
jpos-2.1.4,JPO-6,3.1. jPOS' Logger,"rward log events to the operating system syslog.

RealmLogFilter

Filter log events by their realm. Enabled or disabled realms can be
defined.



In the jPOS-EE code base you can find some additional logger implementations su",Enabled or disabled realms,Checks that the realm is enabled,"realm, enabled",org/jpos/util/RealmLogFilter.java:117,boolean-property,dual-value-comparison,VDS
jpos-2.1.4,JPO-7,7.1. Running Q2,"2 needs a logger, so the first thing it looks for is a logger configuration, which has a well known QBean
descriptor name: 00_logger.xml. This is the only special name used by Q2, and is required to provide some
visibility into the star","QBean
descriptor name: 00_logger.xml.",Sets name of logger descriptor to 00_logger.xml,"logger descriptor, 00_logger.xml",org/jpos/q2/Q2.java:91,assign-constant,concrete-value,VDS
jpos-2.1.4,JPO-8,PUSH configuration - Setting QBean attributes,"g.jpos.qtest.QTest'>
<attr name=""tickInterval"" type=""java.lang.Long"">5000</attr>
</qbean>



If no type attribute, the default is java.lang.String. java.lang.Long can be abbreviated as
just long, same goes for int (java.lang.Integer) and +boolean","type attribute, the default is java.lang.String.",Sets the default value of type to java.lang.String,"type attribute, java.lang.String.",org/jpos/q2/QFactory.java:248,constant-argument,concrete-value,VDS
jpos-2.1.4,JPO-9,7.6. QBeanSupport,"to the Q2 system.
It also implements a boolean running() method so that your QBean can check if the QBean is still running
and get out of a running loop.
QBeanSupport provides a handy QBeanSupportMBean so if your QBean doe",QBean is still running,Checks that Qbean is running,"QBean, still running",org/jpos/q2/QBeanSupport.java:230,binary-comparison,dual-value-comparison,VDS
joda_time-2.10.3,JTI-1,field.html.txt,"The fields are explained in more detail below (for the GJChronology):
...
millisOfSecond | 0 | 999",millisOfSecond____|_________0____|________999_,Checks/Enforces that millisOfSecond is <= 999,"millisOfSecond, 999",src/main/java/org/joda/time/field/FieldUtils.java:274,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-10,cal_islamic.html.txt,"Joda-Time allows you to choose between these leap year patterns. The 16-based algorithm is the most commonly used, and is the default. Note that Microsoft uses the 15-based pattern, and calls it the 'Kuwaiti algorithm'.",is the default.,Sets default value of algorithm to 16-based,"leap year pattern, 16-based",org/joda/time/chrono/IslamicChronology.java:82,constant-argument,concrete-value,CDS
joda_time-2.10.3,JTI-11,cal_islamic.html.txt,The epoch of the calendar system is 0622-07-16 (Julian) which is therefore 0001-01-01 (Islamic). The current (and only implemented) era is 'AH' (Anno Hegirae).,The epoch of the calendar system is 0622-07-16,Sets value of epoch to 0622-07-16 (Julian),"epoch calendar system, 0622-07-16",src/main/java/org/joda/time/chrono/IslamicChronology.java:212,constant-argument,concrete-value,CDS
joda_time-2.10.3,JTI-12,cal_iso.html.txt,"This format of ISO8601 has the following fields:
...
two digit week of year, from 01 to 53","week of year, from 01 to 53",Checks/Enforces that week of year is in range 1 – 53,"1, 53",src/main/java/org/joda/time/field/FieldUtils.java:256,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-2,userguide.html.txt,"Intervals are implemented as half-open, which is to say that the start instant is inclusive but the end instant is exclusive. The end is always greater than or equal to the start. Both end-points are restricted to having the same chronology and the same time zone.",The end is always greater than or equal to the start.,Checks/Enforces that the end is greater or equal than the start,"end, start",src/main/java/org/joda/time/base/AbstractInterval.java:62,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-3,cal_coptic.html.txt,"The Coptic calendar system consists of 12 months of exactly 30 days, followed by a 5 or 6 day intercalary month making a year of 365 or 366 days. Leap years (6 day intercalary month) occur every 4 years without exception (as per the Julian calendar). They occur when the remainder left after dividing the Coptic year by four is 3. The Coptic year starts on Septamber 11th/12th depending on leap years. The epoch date for the calendar is 0284-08-29 (Julian), which therefore is 0001-01-01 (Coptic). The current era is 'AM' (Anno Martyrum or Year of the Martyrs).",the remainder left after dividing the Coptic year by four is 3.,Checks that remainder is equal to 3,"Coptic year remainder 4, 3",src/main/java/org/joda/time/chrono/BasicFixedMonthChronology.java:112,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-4,cal_coptic.html.txt,Joda-Time implements the rules described above. We model the 5 or 6 day intercalary month as month 13. We also prevent the entry of dates before year 1.,dates before year 1.,Checks/Enforces that year > 1,"dates, year 1",src/main/java/org/joda/time/chrono/LimitChronology.java:283,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-5,cal_coptic.html.txt,"The Coptic calendar system consists of 12 months of exactly 30 days, followed by a 5 or 6 day intercalary month making a year of 365 or 366 days. Leap years (6 day intercalary month) occur every 4 years without exception (as per the Julian calendar). They occur when the remainder left after dividing the Coptic year by four is 3. The Coptic year starts on Septamber 11th/12th depending on leap years. The epoch date for the calendar is 0284-08-29 (Julian), which therefore is 0001-01-01 (Coptic). The current era is 'AM' (Anno Martyrum or Year of the Martyrs).",The epoch date for the calendar is 0284-08-29,Sets value of epoch to 0284-08-29 (Julian),"epoch date, calendar, 0284-08-29",src/main/java/org/joda/time/chrono/CopticChronology.java:144,constant-argument,concrete-value,CDS
joda_time-2.10.3,JTI-6,cal_ethiopic.html.txt,"The Ethiopic calendar system consists of 12 months of exactly 30 days, followed by a 5 or 6 day intercalary month making a year of 365 or 366 days. Leap years (6 day intercalary month) occur every 4 years without exception (as per the Julian calendar). They occur when the remainder left after dividing the Ethiopic year by four is 3. The Ethiopic year starts on Septamber 11th/12th depending on leap years. The epoch date for the calendar is 0008-08-29 (Julian), which therefore is 0001-01-01 (Ethiopic). The current era is 'EE' (Ethiopian Era).",The epoch date for the calendar is 0008-08-29,Sets value of epoch to 0008-08-29 (Julian),"epoch date, calendar, 0008-08-29",src/main/java/org/joda/time/chrono/EthiopicChronology.java:145,constant-argument,concrete-value,CDS
joda_time-2.10.3,JTI-7,cal_ethiopic.html.txt,Joda-Time implements the rules described above. We model the 5 or 6 day intercalary month as month 13. We also prevent the entry of dates before year 1.,dates before year 1.,Checks/Enforces that year > 1,"dates, year 1",src/main/java/org/joda/time/chrono/LimitChronology.java:283,binary-comparison,value-comparison,CDS
joda_time-2.10.3,JTI-8,cal_gj.html.txt,"The GregorianJulian calendar is a combination of two separate calendar systems, the Gregorian and the Julian. The switch from one to the other occurs at a configurable date. The default date is 1582-10-15, as defined by Pope Gregory XIII.","The default date is 1582-10-15,",Sets default value of cutoff date to 1582-10-15,"date, 1582-10-15",src/main/java/org/joda/time/chrono/GJChronology.java:104,constant-argument,concrete-value,CDS
joda_time-2.10.3,JTI-9,cal_islamic.html.txt,"The definition of a leap year in the Islamic calendar varies. All agree on a 30 year cycle, however which years within the 30 are leap varies by the leap year pattern:
...
15-based | 2, 5, 7, 10, 13, 15, 18, 21, 24, 26, 29","2, 5, 7, 10, 13, 15, 18, 21, 24, 26, 29","Checks that year is in set 2, 5, 7, 10, 13, 15, 18, 21, 24, 26, 29","year, 2, 5, 7, 10, 13, 15, 18, 21, 24, 26, 29",src/main/java/org/joda/time/chrono/IslamicChronology.java:544,binary-flag-check,categorical-value,CDS
log4j-2.13.3,LOG-1,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"of the appenders can be called, either due to errors
in the appenders or because the queue is full. If not specified then errors will be ignored.

filter
Filter
A Filter to determine if the event should be handled by this Appender. More than on",If not specified then errors will be ignored.,Checks that AsyncAppender.errorRef is specified,"errorRef, specified",org/apache/logging/log4j/core/appender/AsyncAppender.java:111,null-check,dual-value-comparison,VDS
log4j-2.13.3,LOG-10,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"enamed to
foo-3.log. A new foo.log file is created and starts being written to.

By way of contrast, when the fileIndex attribute is set to ""min"" but all the other settings are the
same the ""fixed window"" strategy will be performed.


Number of rollovers
Active output target
Archived log files
Description

0
foo.log
-
All logging","when the fileIndex attribute is set to ""min"" but all the other settings are the
same the ""fixed window"" strategy will be performed.",Checks that DefaultRolloverStrategy.fileIndex is “min”,"fileIndex, min",org/apache/logging/log4j/core/appender/rolling/DefaultRolloverStrategy.java:126,binary-comparison,value-comparison,VDS
log4j-2.13.3,LOG-11,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"f files is exceeded the oldest file will be deleted. If specified, the value must
be greater than 1. If the value is less than zero or omitted then the number of files will
not be limited.

compressionLevel
integer

Sets the compression level, 0-9, where 0 = none, 1 = best speed, through","If the value is less than zero or omitted then the number of files will
not be limited.",Checks that DirectWriteRolloverStrategy.maxFiles is < 0,"maxFiles, 0",org/apache/logging/log4j/core/appender/rolling/DirectWriteRolloverStrategy.java:342,binary-comparison,value-comparison,VDS
log4j-2.13.3,LOG-12,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"rectory.

followLinks
boolean
Whether to follow symbolic links. Default is false.

testMode
boolean
If true, files are not deleted but instead a message is printed to the status logger at INFO level.
Use this to do a dry run to test if the configuration works as expected. Default is false.

pathSor","If true, files are not deleted but instead a message is printed to the status logger at INFO level.",Checks that Delete.testMode is true,"testMode, true",org/apache/logging/log4j/core/appender/rolling/action/DeleteAction.java:106,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-13,logging_txt.apache.org__log4j__2.x__manual__appenders.html,".


RollingRandomAccessFileAppender Parameters

Parameter Name
Type
Description

append
boolean
When true - the default, records will be appended to the end
of the file. When set to false,
the file will be cleared before
new records are written.


fi","When true - the default, records will be appended to the end
of the file. W",Checks that RollingRandomAccessFileAppender.append is true,"append, true",org/apache/logging/log4j/core/appender/rolling/RollingRandomAccessFileManager.java:220,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-14,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"ements, named endpoint.

ignoreExceptions
boolean
If true, exceptions will be logged and suppressed. If false errors will be logged and then passed to the application.

affinity
long
The ZMQ_AFFINITY option. Defaults to 0.

backlog
long
The ZMQ_BACKLOG option. Defau",If false errors will be logged and then passed to the application.,Checks that JeroMQ.ignoreExceptions is false,"ignoreExceptions, false",org/apache/logging/log4j/core/appender/DefaultErrorHandler.java:74,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-15,logging_txt.apache.org__log4j__2.x__manual__architecture.html,"t is possible to override this default behavior so that
Appender accumulation is no longer additive by setting additivity=""false"" on the
Logger declaration in the configuration file.


The rules governing appender additivity are summarized below.

Appender Additivity

The output o","by setting additivity=""false"" on the
Logger declaration in the configuration file.",Checks that additivity is false,"additivity, false",org/apache/logging/log4j/core/config/LoggerConfig.java:520,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-16,logging_txt.apache.org__log4j__2.x__manual__layouts.html,"ludes the JSON header and footer, and comma between records. Defaults to false.

properties
boolean
If true, the appender includes the thread context map in the generated JSON. Defaults to false.

propertiesAsList
boolean
If true, the thread context map is included as a list","If true, the appender includes the thread context map in the generated JSON.",Checks that JsonLayout.properties is true,"properties, true",org/apache/logging/log4j/core/layout/JsonLayout.java:96,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-17,logging_txt.apache.org__log4j__2.x__manual__layouts.html,"case the thread context map is included as a simple map of key-value pairs.

locationInfo
boolean

If true, the appender includes the location information in the generated JSON. Defaults to false.

Generating location information
is an expensive operation and may impact perfo","If true, the appender includes the location information in the generated JSON.",Checks that JsonLayout.locationInfo is true,"locationInfo, true",org/apache/logging/log4j/core/layout/JacksonFactory.java:265,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-18,logging_txt.apache.org__log4j__2.x__manual__layouts.html,"""false"", which
means the appender uses end-of-line characters and indents lines to format the XML. If
compact=""true"", then no end-of-line or indentation is used. Message content may contain,
of course, end-of-lines.


XmlLayout Parameters

Parameter Name
Type
D","If
compact=""true"", then no end-of-line or indentation is used.",Checks that XmlLayout.compact is true,"compact, true",org/apache/logging/log4j/core/layout/AbstractJacksonLayout.java:252,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-2,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"t.Type
The batch type to use when using batched writes. By default, this is LOGGED.

bufferSize
int
The number of log messages to buffer or batch before writing. By default, no buffering is done.

clusterName
String
The name of the Cassandra cluster to connect",The number of log messages to buffer or batch before writing.,Checks that the number of batched messages is equal to CassandraAppender.bufferSize,"bufferSize, log messages",org/apache/logging/log4j/core/appender/db/AbstractDatabaseManager.java:124,binary-comparison,value-comparison,VDS
log4j-2.13.3,LOG-3,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"of hosts and ports of Cassandra nodes to connect to. These must be valid hostnames or IP
addresses. By default, if a port is not specified for a host or it is set to 0, then the default
Cassandra port of 9042 will be used. By default, localhost:9042 will be used.

filter
Filter
A Filter to determine if the event should","By default, if a port is not specified for a host or it is set to 0, then the default
Cassandra port of 9042 will be used.",Checks that the port is not specified,"port, not specified",org/apache/logging/log4j/cassandra/CassandraManager.java:212,binary-comparison,dual-value-comparison,VDS
log4j-2.13.3,LOG-4,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"le. When set to false,
the file will be cleared before new records are written.

bufferedIO
boolean
When true - the default, records will be written to a buffer and the data will be written to
disk when the buffer is full or, if immediateFlush is set, when the record is written.
File locking cannot be used with bufferedIO. Performance tests have shown that using buffered I/O","When true - the default, records will be written to a buffer and the data will be written to
disk when the buffer is full or, if immediateFlush is set, when the record is written.",Checks that FileAppender.immediateFlush is set,"immediateFlush, set",org/apache/logging/log4j/core/appender/AbstractOutputStreamAppender.java:198,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-5,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"t factory is the
FlumeAvroAppender itself.

layout
Layout
The Layout to use to format the LogEvent. If no layout is specified RFC5424Layout will be used.

lockTimeoutRetries
integer
The number of times to retry if a LockConflictException occurs while wr",If no layout is specified RFC5424Layout will be used.,Checks that FlumeAppender.layout is not specified,"layout, not specified",org/apache/logging/log4j/flume/appender/FlumeAppender.java:251,null-check,dual-value-comparison,VDS
log4j-2.13.3,LOG-6,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"attribute.

mdcRequired
String
A comma separated list of mdc keys that must be present in the MDC. If a key is not present a
LoggingException will be thrown.

mdcPrefix
String
A string that should be prepended to each MDC key in order to distinguish it from","If a key is not present a
LoggingException will be thrown.",Checks that the key is not present in the MDC,"key, not present",org/apache/logging/log4j/flume/appender/FlumeEvent.java:127,boolean-property,dual-value-comparison,VDS
log4j-2.13.3,LOG-7,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"default is 0 (infinite timeout).

readTimeoutMillis
integer
The socket read timeout in milliseconds. Optional, default is 0 (infinite timeout).

headers
Property[]
Additional HTTP headers to use. The values support lookups.

ignoreExceptions
b","Optional, default is 0 (infinite timeout).",Sets default value of HttpAppender.readTimeoutMillis to 0,"readTimeoutMillis, 0",org/apache/logging/log4j/core/appender/HttpAppender.java:62,assign-constant,concrete-value,VDS
log4j-2.13.3,LOG-8,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"rs
Property[]
Additional HTTP headers to use. The values support lookups.

ignoreExceptions
boolean
The default is true, causing exceptions encountered while appending events to be
internally logged and then ignored. When set to false exceptions will be propagated to the
caller, instead. You must set this to false","The default is true, causing exceptions encountered while appending events to be
internally logged and then ignored.",Checks that HttpAppender.ignoreExceptions is true,"ignoreExceptions, true",org/apache/logging/log4j/core/appender/DefaultErrorHandler.java:74,boolean-property,concrete-value,VDS
log4j-2.13.3,LOG-9,logging_txt.apache.org__log4j__2.x__manual__appenders.html,"ue, causing exceptions encountered while appending events to be
internally logged and then ignored. When set to false exceptions will be propagated to the
caller, instead. You must set this to false when wrapping this Appender in a
FailoverAppender.

RewritePolicy

Rewr","When set to false exceptions will be propagated to the
caller, instead.",Checks that RewriteAppender.ignoreException is false,"ignoreExceptions, false",org/apache/logging/log4j/core/appender/FailoverAppender.java:147,boolean-property,dual-value-comparison,VDS
mybatis-3.5.5,MYB-1,java-api_txt.html.json,"e, commit, rollback and close.

By default local cache data is used for the whole session duration. This cache is needed to resolve circular references and to speed up repeated nested queries, so it can never be completely disabled but you can configure the local cache to be used just for the duration of a statement execution by setting localCacheScope=STATEMENT.

Note that when the localCacheScope is set to SESSION, MyBatis returns references to the same obje","This cache is needed to resolve circular references and to speed up repeated nested queries, so it can never be completely disabled but you can configure the local cache to be used just for the duration of a statement execution by setting localCacheScope=STATEMENT.",Check that localCacheScope == STATEMENT,"localCacheScope, STATEMENT",org/apache/ibatis/executor/BaseExecutor.java:167,binary-comparison,value-comparison,VDS
mybatis-3.5.5,MYB-10,configuration.html.json,"that a connection is in good working order and is ready
to
accept requests. The default is ""NO PING QUERY SET"", which will
cause most database drivers to fail with a decent error message.

poolPingEnabled – This enables or disables the ping query. If
enabled, you","The default is ""NO PING QUERY SET"", which will
cause most database drivers to fail with a decent error message.",poolPingQuery,"poolPingQuery, NO PING QUERY SET",org/apache/ibatis/datasource/pooled/PooledDataSource.java:53,assign-constant,concrete-value,VDS
mybatis-3.5.5,MYB-11,java-api_txt.html.json,"ers will not hit the database. The local cache is cleared upon update, commit, rollback and close.

By default local cache data is used for the whole session duration. This cache is needed to resolve circular references and to speed up repeated nested queries, so it",By default local cache data is used for the whole session duration.,Sets default value for localCacheScope to SESSION,"localCacheScope, SESSION",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:260,constant-argument,concrete-value,VDS
mybatis-3.5.5,MYB-12,logging_txt.html.json,"guration>
<settings>
...
<setting name=""logImpl"" value=""LOG4J""/>
...
</settings>
</configuration>


Valid values are SLF4J, LOG4J, LOG4J2, JDK_LOGGING, COMMONS_LOGGING, STDOUT_LOGGING, NO_LOGGING or
a full qualified class name that implements org.apache.ibatis.logging.Log and gets
an string as a constructor parameter.


You can also select the implementation by calling one of the following methods:


org.apache.iba","Valid values are SLF4J, LOG4J, LOG4J2, JDK_LOGGING, COMMONS_LOGGING, STDOUT_LOGGING, NO_LOGGING or
a full qualified class name that implements org.apache.ibatis.logging.Log and gets
an string as a constructor parameter.","Checks that the value of logImpl setting is one of SLF4J, LOG4J, LOG4J2, JDK_LOGGING, COMMONS_LOGGING, STDOUT_LOGGING, NO_LOGGING","logImpl, SLF4J, LOG4J, LOG4J2, JDK_LOGGING, COMMONS_LOGGING, STDOUT_LOGGING, NO_LOGGING",org/apache/ibatis/type/TypeAliasRegistry.java:113,boolean-property,categorical-value,VDS
mybatis-3.5.5,MYB-13,sqlmap-xml.html.json,"carded.



resultOrdered
This is only applicable for nested result select statements: If this is true, it
is assumed that nested results are contained or grouped together such that when a
new main result row is returned, no references to a previous result row will occur
anymore. This allows nested results to be filled much more memory friendly. Default:
false.","If this is true, it
is assumed that nested results are contained or grouped together such that when a
new main result row is returned, no references to a previous result row will occur
anymore.",Checks that resultOrdered is TRUE,"resultOrdered, true",org/apache/ibatis/executor/resultset/DefaultResultSetHandler.java:902,boolean-property,dual-value-comparison,VDS
mybatis-3.5.5,MYB-14,sqlmap-xml.html.json,"inline parameter mappings and the parameterType attribute.




flushCache
Setting this to true will cause the 2nd level and local caches to be flushed whenever this statement is
called. Default: true for insert, update and delete statements.



timeout
This sets the max","Setting this to true will cause the 2nd level and local caches to be flushed whenever this statement is
called.",,"flushCache, true",org/apache/ibatis/executor/BaseExecutor.java:146,boolean-property,dual-value-comparison,VDS
mybatis-3.5.5,MYB-15,sqlmap-xml.html.json,"ty will be changed, just as you would
expect if you were calling for an output parameter. If the mode=OUT (or INOUT) and the
jdbcType=CURSOR (i.e. Oracle REFCURSOR), you must specify a resultMap to map the ResultSet to the
type of the parameter. Note that the javaType attribute is optional here, it will be automatically
set to Resul","If the mode=OUT (or INOUT) and the
jdbcType=CURSOR (i.e. Oracle REFCURSOR), you must specify a resultMap to map the ResultSet to the
type of the parameter.",Checks that mode=OUT,"mode, OUT",org/apache/ibatis/executor/resultset/DefaultResultSetHandler.java:145,binary-comparison,value-comparison,VDS
mybatis-3.5.5,MYB-2,configuration.html.json,"er this configuration.


true | false


true




lazyLoadingEnabled


Globally enabl",TRUE,Sets default value for cacheEnabled to TRUE,"cacheEnabled, true",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:247,constant-argument,concrete-value,VDS
mybatis-3.5.5,MYB-3,configuration.html.json,"lazyLoadingEnabled


Globally enables or disables lazy loading. When enabled, all relations will be lazily loaded.
This value can be superseded for a specific relation by using the fetchType attrib","When enabled, all relations will be lazily loaded.",Checks that lazyLoadingEnabled is set to TRUE,"lazyLoadingEnabled, true",org/apache/ibatis/builder/xml/XMLMapperBuilder.java:389,boolean-property,dual-value-comparison,VDS
mybatis-3.5.5,MYB-4,configuration.html.json,"Derby).


true | false


False




autoMappingBehavior


Specifies if",FALSE,Sets default value for useGeneratedKeys to FALSE,"useGeneratedKeys, false",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:253,constant-argument,concrete-value,VDS
mybatis-3.5.5,MYB-5,configuration.html.json,"should automatically map columns
to fields/properties.
NONE disables auto-mapping.
PARTIAL will only auto-map results
with no nested result mappings",NONE disables auto-mapping.,autoMappingBehavior,"autoMappingBehavior, NONE",org/apache/ibatis/executor/resultset/DefaultResultSetHandler.java:457,binary-comparison,value-comparison,VDS
mybatis-3.5.5,MYB-6,configuration.html.json,"or otherwise).


NONE, PARTIAL, FULL


PARTIAL




autoMappingUnknownColumnBehavior",PARTIAL,Sets default value for autoMappingBehavior to PARTIAL,"autoMappingBehavior, PARTIAL",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:245,constant-argument,concrete-value,VDS
mybatis-3.5.5,MYB-7,configuration.html.json,"the database.


Any positive integer


Not Set (null)




defaultFetchSize


Sets the driver",Not Set (null),defaultStatementTimeout,"defaultStatementTimeout, null",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:255,constant-argument,concrete-value,VDS
mybatis-3.5.5,MYB-8,configuration.html.json,"configured in any
mapper under this configuration.


true | false


true




lazyLoadingEnabled",true | false,Checks that the value of cacheEnabled is one of true | false,"cacheEnabled, true, false",org/apache/ibatis/session/Configuration.java:112,assign-constant,categorical-value,VDS
mybatis-3.5.5,MYB-9,configuration.html.json,"ame SqlSession.


SESSION | STATEMENT


SESSION




jdbcTypeForNull


Specifies the JDB",SESSION,localCacheScope,"localCacheScope, SESSION",org/apache/ibatis/builder/xml/XMLConfigBuilder.java:260,constant-argument,concrete-value,VDS
rhino-1.6R5,RHI-1,ECMA-262-3.txt,"The following characters are considered to be white space:

Code Point Value | Name | Formal Name
\u0009 | Tab | <TAB>
\u000B | Vertical Tab | <VT>
\u000C | Form Feed | <FF>
\u0020 | Space | <SP>
\u00A0 | No-break space | <NBSP>
Other category “Zs” | Any other Unicode “space separator” | <USP>",\u0009 Tab <TAB> \u000B Vertical Tab <VT> \u000C Form Feed <FF> \u0020 Space <SP> \u00A0 No-break space <NBSP> Other category “Zs” Any other Unicode <USP> “space separator”,"WhiteSpace choices are: Tab, Vertical Tab, Form Feed, Space, NBSP, Any unicode “Z”","characters, \u0009 Tab <TAB>, \u000B Vertical Tab <VT>, \u000C Form Feed <FF>, \u0020 Space <SP>, \u00A0 No-break space <NBSP>, Other category “Zs”, Any other Unicode <USP> “space separator”","src/org/mozilla/javascript/TokenStream.java:838,840,841",equals-or-chain,categorical-value,CDS
rhino-1.6R5,RHI-10,ECMA-262-3.txt,"When the [[Delete]] method of O is called with property name P, the following steps are taken:
...
2. If the property has the DontDelete attribute, return false.","the property has the DontDelete attribute,",Property.DontDelete = true,"property DontDelete attribute, has",src/org/mozilla/javascript/IdScriptableObject.java:241,binary-flag-check,dual-value-comparison,CDS
rhino-1.6R5,RHI-11,ECMA-262-3.txt,"GetValue (V)
...
3. If Result(2) is null, throw a ReferenceError exception.","Result(2) is null,",Reference.base is null,"GetBase, is null",src/org/mozilla/javascript/ScriptRuntime.java:1569,binary-comparison,dual-value-comparison,CDS
rhino-1.6R5,RHI-12,ECMA-262-3.txt,"The operator ToBoolean converts its argument to a value of type Boolean according to the following table:
...
Number | The result is false if the argument is +0, −0, or NaN; otherwise the result is true.","the argument is +0,",arg == +0,"ToBoolean argument, +0",src/org/mozilla/javascript/Interpreter.java:3980,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-13,ECMA-262-3.txt,"The operator ToBoolean converts its argument to a value of type Boolean according to the following table:
...
Number | The result is false if the argument is +0, −0, or NaN; otherwise the result is true.","−0,",arg == -0,"ToBoolean argument, −0",src/org/mozilla/javascript/IRFactory.java:1354,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-14,ECMA-262-3.txt,"The operator ToBoolean converts its argument to a value of type Boolean according to the following table:
...
Number | The result is false if the argument is +0, −0, or NaN; otherwise the result is true.",NaN;,arg = NaN,"ToBoolean argument, NaN",src/org/mozilla/javascript/Interpreter.java:3985,self-comparison,value-comparison,CDS
rhino-1.6R5,RHI-15,ECMA-262-3.txt,"The operator ToBoolean converts its argument to a value of type Boolean according to the following table:
...
Undefined | false",Undefined,arg == Undefined,"ToBoolean argument, Undefined",src/org/mozilla/javascript/Interpreter.java:3981,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-16,ECMA-262-3.txt,"The operator ToNumber converts its argument to a value of type Number according to the following table:
...
Undefined | NaN",Undefined,arg = Undefined,"ToNumber argument, Undefined",src/org/mozilla/javascript/ScriptRuntime.java:279,binary-comparison,value-comparison,CDS
rhino-1.6R5,RHI-17,ECMA-262-3.txt,"The operator ToNumber converts its argument to a value of type Number according to the following table:
...
The result is 1 if the argument is true. The result is +0 if the argument is false.",the argument is true.,arg = true,"ToNumber argument, true",src/org/mozilla/javascript/ScriptRuntime.java:284,boolean-property,dual-value-comparison,CDS
rhino-1.6R5,RHI-18,ECMA-262-3.txt,"The operator ToInteger converts its argument to an integral numeric value. This operator functions as
follows:
...
2. If Result(1) is NaN, return +0.","Result(1) is NaN,",ResultOfToNumber is NaN,"result ToNumber, is NaN",src/org/mozilla/javascript/ScriptRuntime.java:938,self-comparison,dual-value-comparison,CDS
rhino-1.6R5,RHI-19,ECMA-262-3.txt,"The operator ToInteger converts its argument to an integral numeric value. This operator functions as
follows:
...
3. If Result(1) is +0, −0, +∞, or −∞, return Result(1).",#ERROR!,ResultOfToNumber == +Infinity,"result ToNumber, +infinity",src/org/mozilla/javascript/ScriptRuntime.java:941-943,binary-comparison,value-comparison,CDS
